episode,train_step,EpisodeLength,TotalReward,EpisodeTime
0,1000,140,-277.2597223892808,1.4888341
1,1000,108,-101.078941706568,1.1293894
2,1500,165,-256.5856320320163,1.795325599999999
3,1500,150,-140.07274471456185,1.4479527999999995
4,1500,89,-277.09638364613056,0.8637699000000012
5,1500,140,-303.28758642822504,1.4790787000000005
6,1500,210,-201.1951346169226,2.386338199999999
7,1500,198,-276.4573036204092,2.265511499999999
8,1500,134,-337.8087401096709,1.3689633999999984
9,1500,67,-710.8656523004174,0.8466975999999988
10,1500,55,-692.0399637361988,0.5438271999999991
11,1500,105,-1402.2197147607803,1.2008323000000019
12,1500,63,-800.4870066642761,0.6924381000000004
13,1500,83,-983.3940506288782,1.1074632999999992
14,1500,54,-743.5204887390137,0.5156416000000021
15,1500,91,-854.6232928931713,1.059739099999998
16,1500,126,-1906.0461292266846,1.5057615999999996
17,1500,89,-1168.1845860481262,1.0017320999999981
18,1500,61,-767.9984701871872,0.7402732999999984
19,1500,72,-850.6213536262512,0.845968899999999
20,1500,73,-852.5897894203663,0.7433447999999991
21,1500,57,-736.9536191225052,0.7493071000000029
22,1500,113,-1574.1763416528702,1.1651082000000024
23,1500,94,-1267.0650432109833,0.9408983000000006
24,1500,73,-893.0838146209717,0.8319181999999969
25,1500,56,-698.4509095549583,0.6633195000000001
26,1500,66,-782.4066881239414,0.7907851000000008
27,1500,87,-748.2022488443181,0.9074106000000057
28,2000,91,-1038.010183289647,1.0527092999999965
29,2000,124,-1718.7961770312395,1.2280676999999969
30,2000,98,-1308.7440167665482,1.1004970999999983
31,2000,90,-1009.5580649189651,0.9859948000000003
32,2000,77,-886.8146986812353,0.8022098
33,2000,128,-1923.9541967660189,1.3647206999999995
34,2000,56,-740.1634489297867,0.634791099999994
35,2000,138,-1758.4739508628845,1.5359014000000002
36,2000,132,-1967.4619607776403,1.3600504999999998
37,2000,106,-1385.5296490862966,1.207683000000003
38,2000,134,-2066.9510741317645,1.464497999999999
