episode,train_step,EpisodeLength,TotalReward,EpisodeTime
71,2500,123,-1782.4547178447247,1.462715899999992
72,2500,117,-1675.2401960492134,1.2634248999999897
73,2500,67,-776.3702993690968,0.8740260000000006
74,2500,61,-780.2141344547272,0.703970499999997
75,2500,69,-854.4514776468277,0.9202932000000033
76,2500,58,-730.7101066708565,0.6153106000000008
77,2500,92,-1009.0985779613256,1.146673199999995
78,2500,128,-1907.813016206026,1.6099888000000107
79,2500,138,-1815.496783271432,1.53585249999999
80,2500,88,-1123.584573686123,0.9398489999999953
81,2500,61,-780.1352907419205,0.8562198999999993
82,2500,92,-1140.5059992671013,1.0551921999999934
83,2500,92,-1076.7142364382744,1.0788664999999895
84,2500,85,-746.5024438202381,1.0599229999999977
85,3000,114,-1326.9272032175213,1.3764336999999927
86,3000,109,-1491.6804928407073,1.360818199999997
87,3000,64,-783.8556425571442,0.773695399999994
88,3000,75,-904.1884438991547,0.9432520000000011
89,3000,73,-850.0962399318814,0.8115847999999914
90,3000,86,-906.3803002983332,1.034685600000003
91,3000,109,-1427.9007745683193,1.1086241000000001
92,3000,78,-777.7914118468761,0.9268578999999875
93,3000,105,-1404.8318889550865,1.365977799999996
94,3000,72,-864.3132086992264,0.8895235999999898
95,3000,56,-760.7590262889862,0.7384105999999946
96,3000,65,-777.32188144885,0.7523528000000113
97,3000,62,-800.7291624546051,0.7807996000000088
98,3000,64,-780.2937612980604,0.8317540000000037
99,3000,98,-1252.2212351560593,1.1628304999999983
100,3000,145,-2219.7717949151993,1.7170693999999997
101,3000,59,-783.3841228485107,0.6914482999999905
102,3000,94,-1263.869368493557,1.1906661999999955
103,3000,79,-951.7106455415487,1.0092874999999992
104,3000,95,-1172.8808765560389,1.0410834999999992
105,3000,99,-1321.7916543483734,1.253870599999999
106,3000,80,-920.7360119521618,0.9299378999999988
107,3000,125,-1734.7947524935007,1.447969299999997
108,3000,58,-776.1085755825043,0.7438781000000034
109,3000,91,-1199.3503306508064,1.0632169999999945
110,3000,93,-1210.2388232313097,1.008662099999981
111,3000,106,-1184.4089737534523,1.3035849000000042
112,3000,83,-839.974312454462,1.0761709000000224
113,3000,60,-733.134162068367,0.6224307999999894
114,3500,68,-841.3324434608221,0.9586386999999945
115,3500,87,-910.5058798640966,1.0532849999999883
116,3500,79,-810.5781677663326,1.0089680999999757
117,3500,58,-713.9284577965736,0.6815818000000036
118,3500,101,-1284.262014593929,1.2441107999999872
119,3500,76,-891.4639381170273,0.9308772999999917
120,3500,74,-896.7491507530212,0.8393456999999955
121,3500,82,-731.102282211592,1.0083879000000024
122,3500,70,-832.3321063220501,0.863624499999986
123,3500,95,-1262.3265829086304,1.1016794999999888
124,3500,73,-890.3284487724304,0.8615027000000168
125,3500,100,-1354.1640851795673,1.1728432999999825
126,3500,79,-949.9646257013083,1.017810499999996
127,3500,63,-766.1642351746559,0.7518559000000096
128,3500,107,-1500.8241765806451,1.2838481999999942
129,3500,94,-968.6279770899564,1.046572900000001
130,3500,94,-997.7704074084759,1.2336982999999861
131,3500,146,-2282.6352839171886,1.6653708000000051
132,3500,60,-776.9815798997879,0.6765103999999837
133,3500,97,-1299.7330911159515,1.1672882999999956
134,3500,99,-1331.6292199492455,1.275494100000003
135,3500,107,-1283.467798769474,1.2041782000000012
136,3500,57,-741.4265087842941,0.7081088000000193
137,3500,76,-871.441692918539,0.8357355999999925
138,3500,68,-811.442235827446,0.7945076999999969
139,3500,96,-1274.154331214726,1.2759340999999722
140,3500,73,-829.6779374629259,0.7975929999999778
141,3500,76,-886.078525826335,0.7948404999999923
142,3500,54,-736.513431429863,0.6734469000000161
143,4000,88,-1146.832633972168,1.185067700000019
144,4000,90,-885.2631677165627,1.161003700000009
145,4000,107,-1461.0547306537628,1.3051987999999994
146,4000,64,-770.0453295409679,0.784321800000015
147,4000,58,-761.9830210208893,0.7118935000000022
148,4000,72,-872.49862241745,0.9314853999999855
149,4000,58,-776.3112885951996,0.6473021999999844
150,4000,95,-1251.5996908079833,1.2409141999999918
151,4000,97,-1099.381425768137,1.096494799999988
152,4000,97,-1250.6097059547901,1.2074110000000076
153,4000,57,-717.9330198466778,0.6039580000000058
154,4000,69,-827.6894037723541,0.9867265999999972
155,4000,81,-967.2136793136597,1.0070190999999795
156,4000,57,-762.4668974876404,0.5811218999999994
157,4000,71,-837.2135846018791,0.900716100000011
158,4000,62,-783.6070082187653,0.6661102000000199
159,4000,57,-704.954126149416,0.8420892999999978
160,4000,102,-1356.4794229082763,1.2268586000000141
161,4000,65,-809.3300597667694,0.7462979000000018
162,4000,68,-833.4126205444336,0.7792507000000057
163,4000,129,-1898.7353090643883,1.5557869000000153
164,4000,56,-712.638863928616,0.7155382999999915
165,4000,64,-778.8946874178946,0.749380699999989
166,4000,79,-924.2810231149197,0.9863009000000034
167,4000,93,-1224.663249976933,1.1619311000000039
168,4000,58,-767.3361231088638,0.6631584999999802
169,4000,64,-770.4527378082275,0.7401998999999932
170,4000,55,-685.9905827566981,0.673302700000022
171,4000,104,-1406.5220648050308,1.252116000000001
172,4000,74,-884.7448488175869,0.8848236000000043
173,4000,75,-861.3385426364839,0.8326637000000119
174,4500,61,-770.9519715309143,0.804677699999985
175,4500,68,-811.6311182379723,0.9190722999999821
176,4500,98,-1291.2148452866822,1.129858299999995
177,4500,70,-851.8526861667633,0.9470900999999969
178,4500,100,-1189.9968992136419,1.139257100000009
179,4500,92,-1204.3137837052345,1.1363781999999958
180,4500,95,-1246.6213422082365,1.086465099999998
181,4500,106,-1286.2969656512141,1.3193607000000043
182,4500,87,-766.1373510733247,0.9985024000000067
183,4500,86,-1098.0946159362793,1.0086137000000122
184,4500,59,-766.9357922077179,0.702011199999987
185,4500,86,-1067.9253920316696,0.9492011000000105
186,4500,94,-1265.708165705204,1.1255593000000204
187,4500,57,-774.1031370162964,0.7221843000000092
188,4500,98,-1301.8957410240546,1.1884159999999895
189,4500,133,-1799.0214341804385,1.5470976000000007
190,4500,59,-754.9223076701164,0.7501031999999839
191,4500,125,-1608.7457133680582,1.462188900000001
192,4500,59,-764.0057804584503,0.8009367999999881
193,4500,108,-1338.2587354332209,1.288137000000006
194,4500,105,-1249.026127781719,1.2358004000000165
195,4500,92,-1204.4329719543457,1.1144661999999812
196,4500,81,-976.8811926841736,0.9645182000000148
197,4500,88,-1136.1557776331902,1.0878198000000054
198,4500,64,-792.4841589927673,0.8516347999999994
199,4500,63,-810.5772969722748,0.639151599999991
200,4500,59,-724.9836064875126,0.8475141000000121
201,4500,92,-1080.8081770464778,1.0173750000000155
202,5000,80,-977.6608204841614,1.0420751999999993
203,5000,66,-818.4395411014557,1.0100467999999978
204,5000,58,-747.0261568874121,0.8706936000000098
205,5000,103,-1241.3267603218555,1.3502911999999867
206,5000,80,-744.5247076246887,0.9803259999999909
207,5000,100,-1347.7593199908733,1.2197599000000139
208,5000,107,-1133.3390519320965,1.2515155000000107
209,5000,90,-1176.8529670238495,1.0953192999999999
210,5000,63,-748.5727115869522,0.7740378000000021
211,5000,89,-928.8375103399158,1.14654010000001
212,5000,98,-1263.6550932079554,1.2306873999999937
213,5000,123,-1661.161697179079,1.4676636000000087
214,5000,80,-927.6641587018967,1.0035442999999873
215,5000,78,-935.7755055427551,0.8096779000000254
216,5000,88,-1110.5255420207977,1.1495714000000135
217,5000,68,-832.1071648001671,0.7811330000000112
218,5000,78,-915.5403171181679,0.9558298000000036
219,5000,109,-1494.1046428233385,1.1835954000000015
220,5000,113,-1433.6560001960024,1.4192806000000076
221,5000,81,-953.7330066300929,0.8577367000000038
222,5000,71,-851.6315259933472,0.8466464999999914
223,5000,139,-2122.439359843731,1.6461231999999768
224,5000,121,-1622.1815019585192,1.4166931999999974
225,5000,85,-1076.924950003624,0.9989934999999832
226,5000,115,-1561.6982604563236,1.4887434000000042
227,5000,80,-976.243597984314,0.8707400000000121
228,5000,70,-820.3611163794994,0.8706130000000485
229,5000,76,-880.0666360110044,0.9120388999999705
230,5500,132,-1866.422165364027,1.5730786999999964
231,5500,59,-781.9828147888184,0.7441764000000148
232,5500,64,-761.818586461246,0.8326443000000268
233,5500,83,-1042.6461132764816,1.0620550999999523
234,5500,69,-853.662681221962,0.8460279999999898
235,5500,82,-956.9400365948677,1.0110367999999994
236,5500,57,-752.5910779833794,0.7183357000000115
237,5500,87,-1091.1484417319298,1.0054529999999886
238,5500,100,-1219.5434682443738,1.2825321999999915
239,5500,78,-892.9436890780926,0.845671599999946
240,5500,100,-1306.6658007875085,1.173983000000021
241,5500,89,-1133.2820310592651,1.1280198000000041
242,5500,75,-900.6296570301056,0.814127400000018
243,5500,61,-738.7274041995406,0.8592820000000074
244,5500,91,-1160.392656698823,1.0344851999999491
245,5500,99,-1325.830365896225,1.1806818000000021
246,5500,70,-837.7442562580109,0.8020672000000104
247,5500,87,-1127.811928510666,1.0624096000000236
248,5500,66,-824.714760184288,0.8176760999999715
249,5500,85,-1088.0006711483002,0.997304100000008
250,5500,62,-791.7853677272797,0.7653515000000084
251,5500,116,-1428.0286421179771,1.3938019000000281
252,5500,70,-858.0764751434326,0.8566882000000078
253,5500,64,-778.4758085608482,0.7792053999999666
254,5500,66,-778.7864342778921,0.8076007999999888
255,5500,81,-795.6235869415104,0.9360369999999989
256,5500,92,-1187.5259808003902,1.1067846000000259
257,5500,56,-698.8880898654461,0.6925865999999701
258,5500,82,-1004.3503198623657,0.9662351000000058
259,5500,70,-833.9567496813834,0.9051145999999903
260,6000,61,-782.7269859313965,0.8034549000000197
261,6000,105,-1222.3122544437647,1.2572437000000036
262,6000,117,-1601.4005719572306,1.5001240999999936
263,6000,59,-731.0573013313115,0.7555768000000285
264,6000,81,-828.0576957017183,0.9970500000000015
265,6000,107,-1372.050927221775,1.1894639000000211
266,6000,105,-1381.0528056919575,1.2213456999999721
267,6000,86,-1063.888984626159,1.0188651000000277
268,6000,102,-1186.4829952046275,1.2835011000000236
269,6000,59,-752.8759560585022,0.6221497999999883
270,6000,56,-749.9485704898834,0.7631132000000207
271,6000,71,-828.3027217537165,0.7986386000000039
272,6000,76,-883.9442044124007,0.8092573999999786
273,6000,85,-1052.3529220819473,0.9429127000000221
274,6000,94,-981.4243144253269,1.2045390999999768
275,6000,62,-751.2905111014843,0.7215012999999999
276,6000,90,-1179.897749632597,1.1347212000000013
277,6000,65,-827.9719071388245,0.8473283000000151
278,6000,128,-1796.195754647255,1.481712200000004
279,6000,58,-729.1417718976736,0.6174061000000393
280,6000,103,-1393.0492694675922,1.1916112999999768
281,6000,100,-1325.6388457715511,1.2368551999999795
282,6000,60,-783.0248980522156,0.7212283999999727
283,6000,95,-1244.6020456552505,1.1297452000000021
284,6000,105,-1407.3640851676464,1.239254599999981
285,6000,72,-863.5636994838715,0.9446372999999539
286,6000,74,-888.6286820173264,0.9383234000000016
287,6000,77,-894.4939546091482,0.73528170000003
288,6000,141,-2099.404349923134,1.853619100000003
289,6500,72,-857.1768043339252,0.8435114999999769
290,6500,134,-1823.2006340026855,1.5701360999999565
291,6500,60,-765.6514031291008,0.770672999999988
292,6500,142,-2160.3653784394264,1.7517663999999513
293,6500,113,-1458.0996459536254,1.3015383000000043
294,6500,57,-778.39226770401,0.631196100000011
295,6500,57,-739.4821391105652,0.7112674999999626
296,6500,55,-760.3373670578003,0.8038869000000091
297,6500,70,-833.934830904007,0.810728700000027
298,6500,102,-1338.770297884941,1.174782499999992
299,6500,57,-703.7503958046436,0.706046200000003
300,6500,104,-1414.5306211709976,1.1984835999999746
301,6500,84,-1054.2131688594818,1.0178606999999715
302,6500,60,-766.3987987488508,0.6893736000000104
303,6500,86,-1081.6652332544327,1.031632600000023
304,6500,131,-1976.4476994872093,1.539547500000026
305,6500,123,-1638.3703032284975,1.5615193000000431
306,6500,78,-854.0420113950968,0.8453318999999624
307,6500,59,-757.4718658328056,0.7531648000000359
308,6500,124,-1842.6089360117912,1.4396894000000202
309,6500,60,-780.820018529892,0.8298217999999906
310,6500,133,-1822.9632593989372,1.550368800000001
311,6500,86,-1105.0934407413006,0.91867289999999
312,6500,70,-818.4169036448002,0.8019353999999908
313,6500,80,-966.9692605733871,1.0531738999999902
314,6500,108,-1477.6310467720032,1.2805018999999902
315,6500,92,-1192.428180936724,1.1710001000000148
316,6500,95,-1009.6560991670704,1.2133114999999748
317,7000,93,-1136.827879205346,1.0874835999999846
318,7000,117,-1606.9318563463166,1.4547623000000272
319,7000,99,-1338.840944379568,1.202939399999991
320,7000,88,-1115.1282575130463,1.1431865999999786
321,7000,113,-1495.7136234790087,1.3192225000000235
322,7000,72,-864.1362816095352,0.768387099999984
323,7000,74,-852.3617218732834,1.0187945000000127
324,7000,100,-1153.0607215464115,1.1541786999999886
325,7000,82,-984.7421625554562,0.8541461999999456
326,7000,86,-1097.181709766388,1.0290914999999927
327,7000,106,-1442.6220602989197,1.24725049999995
328,7000,56,-733.1981856822968,0.6923664999999914
329,7000,67,-829.5630884170532,0.757313100000033
330,7000,63,-811.0556380748749,0.7632017999999903
331,7000,108,-1460.786503970623,1.3352196000000163
332,7000,123,-1801.287868142128,1.4018264000000045
333,7000,97,-1141.7320087570697,1.0851615999999922
334,7000,63,-771.579796731472,0.7540558000000033
335,7000,83,-1012.4802289009094,0.9762863000000266
336,7000,82,-818.274304009974,0.9430108000000246
337,7000,90,-1129.5373260453343,1.0228497999999604
338,7000,56,-701.7013573050499,0.8175047000000291
339,7000,89,-1082.8561246693134,1.010125300000027
340,7000,82,-909.7730697840452,1.0207733000000303
341,7000,91,-1113.389793932438,1.0367982999999867
342,7000,92,-1213.974715590477,1.082544299999995
343,7000,91,-1180.7507865428925,1.0312357999999904
344,7000,68,-816.2192952632904,0.8936012000000346
345,7000,114,-1538.5748856067657,1.3901422999999795
346,7500,118,-1623.959570378065,1.445820900000001
347,7500,66,-793.9192206636071,0.8035236000000054
348,7500,67,-810.8762562572956,0.8218750000000341
349,7500,89,-1131.291169166565,1.185506299999986
350,7500,91,-1098.4995376616716,1.1005269999999996
351,7500,63,-754.3370512127876,0.7605101000000332
352,7500,90,-850.6564245391637,1.016522699999996
353,7500,76,-909.6682193279266,0.9402405000000158
354,7500,94,-969.037775721401,1.1556525000000306
355,7500,75,-891.2784044742584,0.8292680000000132
356,7500,60,-794.9725555181503,0.7019106000000193
357,7500,71,-836.7307880520821,0.9081712999999922
358,7500,77,-900.9684578478336,0.8810789999999997
359,7500,130,-1956.654901176691,1.5184211000000118
360,7500,107,-1277.5782953202724,1.1866643999999837
361,7500,56,-701.1658233329654,0.6997097999999937
362,7500,68,-814.6211495399475,0.7506504000000405
363,7500,91,-1133.046558946371,1.1950419000000352
364,7500,57,-781.5728328227997,0.6172236999999541
365,7500,59,-765.4899709224701,0.8220442999999591
366,7500,109,-1312.3367820680141,1.2561701999999855
367,7500,127,-1884.1047176420689,1.3727306999999769
368,7500,100,-1334.9116254895926,1.1370094000000108
369,7500,76,-887.4626278877258,0.8262440000000311
370,7500,65,-834.1845812797546,0.8484113000000093
371,7500,94,-1241.347739994526,1.1386277999999947
372,7500,56,-768.0362951755524,0.5658012999999755
373,7500,93,-1150.0119089782238,1.1549717000000328
374,7500,100,-1288.8953365162015,1.3001493999999525
375,7500,61,-788.4950437545776,0.7033746000000178
376,8000,98,-1204.0837407782674,1.1731651000000056
377,8000,84,-834.2628760235384,0.9963637000000176
378,8000,56,-765.2436122894287,0.7843284000000494
379,8000,116,-1563.4284885376692,1.4030599000000166
380,8000,56,-755.356566786766,0.718926099999976
381,8000,129,-1922.83255520463,1.4410093000000188
382,8000,56,-731.5190472602844,0.6998462000000245
383,8000,75,-885.50297562778,0.9914021000000162
384,8000,69,-829.8296740055084,0.8281175000000189
385,8000,65,-787.8774054348469,0.7843876000000023
386,8000,117,-1623.6607014089823,1.3205019999999763
387,8000,96,-1228.058074876666,1.1773990000000367
388,8000,97,-1304.600561618805,1.197949699999981
389,8000,67,-807.0855044126511,0.7810871000000361
390,8000,61,-796.1003695726395,0.7466304999999807
391,8000,63,-812.9190425872803,0.7230523000000062
392,8000,99,-1333.534421980381,1.1186972000000424
393,8000,62,-780.3347339332104,0.7416173000000299
394,8000,115,-1504.630879053846,1.4511982999999873
395,8000,119,-1628.5383195653558,1.3850012000000334
396,8000,91,-1162.8567425310612,1.0862242000000037
397,8000,88,-1072.7720283642411,1.0003965000000221
398,8000,56,-738.8302104473114,0.7242375999999808
399,8000,95,-1239.8644410073757,1.1608477000000335
400,8000,57,-746.4903824329376,0.7007477000000222
401,8000,56,-729.7621511220932,0.623691899999983
402,8000,139,-2132.9428383708,1.7136312999999745
403,8000,89,-1040.8218716531992,1.0408568999999943
404,8000,126,-1940.9138649888337,1.4925190000000157
405,8500,137,-2088.3703951835632,1.607558900000015
406,8500,91,-1188.6200158596039,1.1430851999999732
407,8500,99,-1342.9659669399261,1.1771990999999957
408,8500,70,-839.7332926988602,0.9567121000000043
409,8500,142,-2188.3945728838444,1.668943200000001
410,8500,80,-963.7789078950882,0.9643470999999977
411,8500,132,-1954.589915663004,1.5536788000000001
412,8500,59,-795.0327887535095,0.7458955000000174
413,8500,61,-743.3354981355369,0.7427698999999848
414,8500,100,-1157.0689650177956,1.1580809000000158
415,8500,102,-1382.7553129196167,1.2060994000000278
416,8500,60,-731.7387555241585,0.6795715999999743
417,8500,65,-812.3988189697266,0.844229299999995
418,8500,94,-1265.279542684555,1.14922660000002
419,8500,118,-1463.3210643678904,1.3299791000000027
420,8500,58,-721.7246917486191,0.6989563999999859
421,8500,118,-1501.5374351143837,1.5547143999999662
422,8500,82,-1006.594982624054,0.9638391000000297
423,8500,99,-1224.9795882999897,1.0731140000000323
424,8500,91,-1193.4118956327438,1.092051500000025
425,8500,92,-1014.5256085507572,0.9995958999999743
426,8500,115,-1579.78181001544,1.420322800000008
427,8500,67,-819.7034825235605,0.8486806999999885
428,8500,98,-1227.3124058246613,1.0880564999999933
429,8500,78,-809.5304001569748,0.8935538000000065
430,8500,67,-802.2784659266472,0.9117075999999997
431,8500,77,-918.2320321500301,0.9606339000000048
432,8500,72,-851.2366627454758,0.8261236000000167
433,9000,121,-1735.6241458654404,1.4342409999999859
434,9000,74,-898.06762611866,0.9074008000000049
435,9000,93,-1190.5827085077763,1.198919500000045
436,9000,90,-1036.710622355342,1.0943823999999722
437,9000,97,-1224.7120725214481,1.1936933000000067
438,9000,109,-1463.9183463901281,1.3458115999999904
439,9000,60,-760.7890928685665,0.7030732999999714
440,9000,94,-1209.8131334781647,1.091826000000026
441,9000,119,-1647.1629347540438,1.3883199999999647
442,9000,65,-816.6791067123413,0.792712999999992
443,9000,141,-2121.5034036785364,1.7029952999999978
444,9000,57,-763.0786335468292,0.5978642999999693
445,9000,95,-1234.543075054884,1.1654353000000128
446,9000,75,-895.0803757309914,0.782674400000019
447,9000,71,-879.3718500137329,0.8851721999999995
448,9000,66,-821.1519087553024,0.7635736000000293
449,9000,137,-2086.3490081727505,1.6100724000000355
450,9000,90,-1040.9265567213297,1.0899706999999808
451,9000,87,-963.0754533857107,1.0123538999999937
452,9000,89,-1143.6893498897552,1.047087499999975
453,9000,78,-857.1946848332882,0.9835614000000419
454,9000,64,-773.4897618740797,0.7699580999999966
455,9000,92,-902.0084513127804,1.0410876000000258
456,9000,99,-1313.0261476039886,1.1230502999999885
457,9000,93,-1211.0277065634727,1.1475672000000259
458,9000,114,-1486.770825535059,1.3754220000000146
459,9000,79,-796.6720035970211,0.9617779999999811
460,9000,111,-1498.4103511571884,1.2688861999999972
461,9500,82,-1035.9198236465454,0.9691750999999158
462,9500,67,-831.1670534610748,0.9219159000000445
463,9500,87,-799.4509881436825,1.1311441000000286
464,9500,68,-852.7256546020508,0.8882514000000583
465,9500,71,-864.1000378131866,0.8153641000000107
466,9500,67,-813.5850072801113,0.8807673000000023
467,9500,98,-1240.6542267352343,1.1206613000000516
468,9500,76,-910.1650171279907,0.9362820000000056
469,9500,139,-2162.6702905744314,1.6281637999999248
470,9500,64,-815.4797220230103,0.7279369999999972
471,9500,125,-1683.255490064621,1.5676884000000655
472,9500,85,-827.766487762332,1.0192514999999958
473,9500,131,-1914.3454608619213,1.5016463000000613
474,9500,78,-929.5376160144806,1.0032125999999835
475,9500,135,-2044.7485594153404,1.575553799999966
476,9500,109,-690.850809648633,1.271653199999946
477,9500,93,-1236.4610497951508,1.1252006000000847
478,9500,95,-1066.5222120061517,1.1513161999999966
479,9500,99,-1317.1258776187897,1.1173807000000124
480,9500,79,-772.2015466182493,0.9497906999999941
481,9500,97,-1269.5266235172749,1.0427697999999737
482,9500,59,-746.2312783002853,0.8019792999999709
483,9500,59,-787.8238837718964,0.6616933999999901
484,9500,98,-1326.627935288474,1.2593678999999156
485,9500,77,-917.6309427246451,0.9527878999999757
486,9500,95,-1052.5628296099603,1.1032776999999214
487,9500,90,-892.8177528977394,1.120603699999947
488,9500,134,-2038.5955916643143,1.5127522000000226
489,10000,77,-913.4004528522491,1.0231816999998955
490,10000,58,-778.3230259418488,0.7336547999999539
491,10000,71,-854.2555754184723,0.9329521999999315
492,10000,108,-1405.6636209338903,1.2352971999999909
493,10000,117,-1526.0740972869098,1.4158837999999605
494,10000,118,-1664.0281153321266,1.3750828000000865
495,10000,88,-1108.0565342903137,0.9621597999999949
496,10000,111,-1500.6336109787226,1.319640100000015
497,10000,74,-879.7872278690338,0.8361198999999715
498,10000,135,-1997.5759128332138,1.6251269000000548
499,10000,65,-803.7987968921661,0.7554102000000285
500,10000,105,-1403.15250608325,1.1871712000000798
501,10000,62,-781.4502973556519,0.8255694000000631
502,10000,113,-1512.0142585039139,1.3396288999999797
503,10000,131,-1965.592944741249,1.6368595999999798
504,10000,96,-1183.5485987365246,1.1492160999999896
505,10000,60,-806.7701215744019,0.6345740999998952
506,10000,69,-864.1185903549194,0.8804806000000553
507,10000,81,-997.7117841243744,0.9934803999999531
508,10000,76,-889.534573584795,0.8799221999998963
509,10000,78,-892.9083824157715,1.0887907999999697
510,10000,83,-1007.9646159410477,0.9752063999999336
511,10000,91,-1193.0805387496948,1.1346138999999766
512,10000,92,-1112.9549064040184,1.073382899999956
513,10000,141,-1202.6000042408705,1.6355354999999463
514,10000,66,-832.6391909122467,0.7584954000000153
515,10000,71,-850.6733838170767,0.8632810999999947
516,10000,95,-1017.6528074666858,1.1179393999999547
517,10500,122,-1707.5080209821463,1.4902008999999907
518,10500,62,-792.6357071399689,0.7551707000000079
519,10500,56,-706.6228855252266,0.7217482999999447
520,10500,76,-894.9095458984375,0.9310116000000335
521,10500,61,-723.0113542228937,0.784998900000005
522,10500,69,-827.4344644546509,0.8766239999999925
523,10500,97,-1112.2080086544156,1.1170501999999942
524,10500,100,-1284.4415170550346,1.1151708000001008
525,10500,68,-838.4307115077972,0.9538902000000462
526,10500,76,-912.8144037723541,0.8023134999999684
527,10500,240,-2917.103309735656,2.876814299999978
528,10500,93,-1052.039312824607,1.10906650000004
529,10500,84,-1066.2967052459717,0.9989489000000731
530,10500,98,-1110.5863152220845,1.1848852000000534
531,10500,60,-751.4238087534904,0.6552170999999589
532,10500,100,-1203.7553377449512,1.2444751000000451
533,10500,96,-977.0892693325877,1.209450400000037
534,10500,59,-764.858210682869,0.6012342999999873
535,10500,89,-1148.8910221382976,1.0780650000000378
536,10500,62,-763.0330516695976,0.7218747000000576
537,10500,73,-841.3446886595339,0.893711099999905
538,10500,73,-873.0070170164108,0.8973202000000811
539,10500,112,-1490.0110540911555,1.258075799999915
540,10500,75,-862.7480803281069,0.9150511000000279
541,10500,61,-767.4613671302795,0.6515380000000732
542,10500,93,-990.1226395368576,1.2422249999999622
543,10500,63,-754.5466653443873,0.7413252000000057
544,10500,58,-713.3321586251259,0.6426102000000355
545,10500,56,-742.173210144043,0.6891800000000785
546,11000,90,-1057.3160013407469,1.1797500000000127
547,11000,62,-759.0875750854611,0.7958753999999999
548,11000,100,-1110.445865124464,1.2028228000000354
549,11000,53,-739.2816472053528,0.6236076999999796
550,11000,57,-705.4863502085209,0.7299385000000029
551,11000,88,-1091.7101459503174,1.1866201000000274
552,11000,83,-1047.7118673324585,0.9302893000000267
553,11000,130,-1877.3211487717927,1.455699999999979
554,11000,87,-960.2235620468855,1.05611829999998
