episode,length,step
150,174,29600
151,803,30234
152,426,30858
153,489,31183
154,498,31787
155,397,32787
156,1000,33227
157,507,33607
158,644,34363
159,420,35259
160,932,35611
161,583,36003
162,483,36283
163,187,36517
164,276,36985
165,791,37419
166,1000,38163
167,850,38485
168,867,39485
169,375,40485
170,1000,41485
171,1000,42485
172,1000,43485
173,56,44485
174,1000,45485
175,1000,46485
176,1000,47485
177,1000,48485
178,1000,49485
179,1000,50485
180,1000,51485
181,1000,52485
182,1000,53485
183,365,54485
184,1000,55175
185,204,55478
186,1000,55844
187,267,56844
188,495,57137
189,319,58137
190,443,59137
191,264,60137
192,206,60338
193,1000,60681
194,1000,61073
195,359,61502
196,1000,62502
197,623,62877
198,401,63153
199,628,63444
200,1000,64444
201,1000,64712
202,1000,65712
203,1000,66229
204,409,67229
205,1000,68229
206,293,69229
207,1000,70229
208,1000,71229
209,1000,72229
210,642,73229
211,1000,74229
212,1000,75229
213,257,76229
214,1000,77229
215,1000,78229
216,363,79229
217,1000,80229
218,1000,80733
219,1000,81733
220,219,82733
221,1000,83344
222,251,84344
223,1000,85344
224,1000,86344
225,1000,87344
226,1000,88344
227,508,89344
228,1000,90344
229,1000,91344
230,1000,92344
231,1000,93344
232,993,94344
233,1000,95344
234,1000,96344
235,1000,97344
236,1000,98344
237,1000,99344
238,1000,100344
239,1000,100585
240,468,101585
241,1000,102585
242,1000,103585
243,492,104447
244,238,104625
245,1000,105625
246,1000,106625
247,1000,107405
248,1000,108405
249,1000,109405
250,726,110405
251,1000,111387
252,262,112387
253,1000,113387
254,233,114387
255,975,114962
256,294,115962
257,1000,116962
258,1000,117174
259,1000,118174
260,242,118570
261,123,119396
262,909,119518
263,1000,120518
264,1000,121188
265,1000,121320
266,176,122320
267,149,123320
268,301,123639
269,1000,124011
270,214,124157
271,1000,124237
272,1000,125237
273,1000,126237
274,506,127237
275,1000,128237
276,1000,129107
277,271,129708
278,871,130172
279,1000,131172
280,1000,132172
281,1000,132556
282,95,133556
283,1000,134556
284,1000,135556
285,1000,136556
286,1000,137556
287,1000,137733
288,146,137812
289,76,137867
290,95,138867
291,625,139867
292,1000,140053
293,561,140995
294,1000,141995
295,1000,142117
296,161,143117
297,1000,144117
298,405,144274
299,367,145274
300,1000,146274
301,146,146757
302,1000,146924
303,1000,147123
304,961,147285
305,209,147435
306,1000,148435
307,168,149435
308,1000,150435
309,1000,150653
310,1000,151022
311,1000,151180
312,567,151378
313,1000,152378
314,1000,152572
315,789,153402
316,1000,154402
317,1000,155402
318,823,156402
319,1000,157402
320,1000,157915
321,945,158915
322,1000,159915
323,1000,160915
324,156,161074
325,1000,162074
326,1000,162232
327,1000,163232
328,284,163417
329,1000,164417
330,286,165417
331,596,165700
332,1000,166700
333,1000,166916
334,1000,167916
335,184,168916
336,1000,169916
337,145,170916
338,131,171044
339,184,171231
340,135,171443
341,1000,172443
342,1000,173443
343,398,173938
344,154,174938
345,1000,175938
346,1000,176938
347,1000,177938
348,1000,178139
349,1000,179139
350,1000,180139
351,1000,181139
352,340,182139
353,1000,183139
354,1000,183598
355,1000,184598
356,393,185598
357,1000,185800
358,1000,186800
359,1000,187800
360,1000,188800
361,1000,189800
362,1000,190800
363,1000,191800
364,1000,192800
365,1000,193800
366,513,194800
367,1000,194937
368,1000,195729
369,1000,196729
370,1000,197729
371,1000,198729
372,1000,199729
373,157,200729
374,1000,201729
375,1000,202729
376,1000,203729
377,1000,204729
378,1000,205729
379,1000,206729
380,1000,207729
381,176,208729
382,1000,209729
383,1000,209828
384,1000,210828
385,1000,211682
386,1000,212682
387,1000,213682
388,1000,214682
389,1000,214907
390,1000,215907
391,1000,216907
392,126,217907
393,1000,218907
394,1000,219037
395,1000,220037
396,1000,220175
397,1000,221175
398,1000,222175
399,1000,223175
400,1000,224175
401,1000,225175
402,1000,226175
403,1000,227175
404,1000,228175
405,1000,229175
406,1000,230175
407,1000,231175
408,1000,232175
409,1000,233175
410,1000,234175
411,1000,235175
412,1000,236175
413,279,237175
414,1000,238175
415,1000,239175
416,1000,240175
417,292,241175
418,1000,241657
419,1000,242657
420,352,243657
421,1000,243842
422,592,244842
423,1000,245842
424,354,246842
425,1000,247080
426,776,248080
427,397,249080
428,1000,250080
429,445,250423
430,1000,251423
431,1000,252423
432,389,252945
433,1000,253546
434,1000,254546
435,1000,255546
436,606,256546
437,1000,257546
438,269,257913
439,648,258708
440,1000,259708
441,1000,260708
442,1000,261708
443,1000,262708
444,1000,263708
445,1000,264708
446,1000,265708
447,1000,266516
448,269,267516
449,377,268516
450,1000,269516
451,237,270516
452,238,271516
453,317,272516
454,1000,273516
455,282,274516
456,371,275516
457,332,276516
458,332,277516
459,409,278145
460,196,279145
461,815,279275
462,307,279406
463,258,280406
464,172,281406
465,657,281536
466,239,282536
467,316,283536
468,266,284536
469,1000,285536
470,288,286226
471,319,286365
472,1000,286471
473,195,286865
474,147,287865
475,196,288400
476,1000,289115
477,156,289278
478,257,290278
479,169,291278
480,496,292278
481,105,292543
482,393,292640
483,264,293640
484,214,293749
485,236,294749
486,458,295055
487,216,296055
488,369,297055
489,281,298055
490,213,299055
491,1000,300055
492,344,301055
493,597,302055
494,521,302937
495,617,303937
496,174,304937
497,413,305937
498,306,306937
499,295,307937
500,430,308937
501,380,309937
502,966,310937
503,403,311937
504,240,312937
505,389,313937
506,322,314156
507,319,314979
508,223,315143
509,679,316143
510,256,316420
511,165,317420
512,174,318420
513,268,319420
514,276,320420
515,294,321420
516,284,321664
517,280,322664
518,482,323664
519,201,324664
520,316,325664
521,298,326664
522,251,326834
523,174,327834
524,235,328834
525,210,329834
526,271,330834
527,235,330992
528,234,331992
529,267,332992
530,305,333628
531,257,334628
532,348,335628
533,299,336628
534,362,336836
535,490,337141
536,421,338141
537,216,339141
538,214,339293
539,223,340293
540,803,341293
541,291,342293
542,218,343293
543,349,343433
544,207,344433
545,297,344828
546,154,344954
547,218,345954
548,772,346954
549,219,347954
550,91,348954
551,129,349108
552,135,350108
553,814,350231
554,218,351231
555,271,352231
556,220,352468
557,290,353468
558,801,353973
559,252,354139
560,559,355139
561,192,355354
562,1000,356354
563,258,357354
564,205,358354
565,275,358561
566,274,358827
567,217,359179
568,515,360179
569,272,361179
570,324,362179
571,383,362309
572,216,363309
573,120,363454
574,500,364454
575,210,365088
576,284,366088
577,291,366506
578,205,367506
579,159,368506
580,208,368601
581,360,369601
582,1000,370601
583,373,371601
584,545,372601
585,252,372709
586,321,372982
587,227,373328
588,446,374277
589,409,375277
590,379,376277
591,351,377277
592,289,378277
593,220,379277
594,212,380277
595,424,381277
596,696,382277
597,1000,383277
598,206,384277
599,380,385277
600,269,386277
601,316,386949
602,270,387949
603,482,388949
604,305,389949
605,734,390949
606,357,391949
607,423,392949
608,337,393949
609,317,394949
610,242,395949
611,496,396949
612,327,397949
613,340,398949
614,613,399949
615,358,400949
616,902,401377
617,450,401710
618,768,402710
619,199,403710
620,619,404710
621,420,405710
622,576,406710
623,168,407710
624,227,408710
625,381,409710
626,1000,410710
627,337,411710
628,1000,412218
629,167,413218
630,182,413486
631,178,413997
632,261,414358
633,296,414611
634,245,415611
635,237,416611
636,260,416905
637,360,417905
638,255,418905
639,180,419034
640,464,420034
641,429,421034
642,703,422034
643,477,422319
644,282,422573
645,363,423573
646,340,424573
647,269,425573
648,194,426573
649,865,427573
650,495,428034
651,320,429034
652,569,430034
653,282,431034
654,391,432034
655,930,432945
656,415,433555
657,408,434555
658,892,435555
659,271,436555
660,493,437555
661,1000,438555
662,268,439080
663,373,440080
664,500,441009
665,259,442009
666,293,443009
667,454,444009
668,510,445009
669,1000,446009
670,430,447009
671,429,448009
672,425,449009
673,1000,450009
674,456,451009
675,871,452009
676,842,453009
677,453,454006
678,696,455006
679,430,456006
680,1000,457006
681,369,458006
682,303,459006
683,789,460006
684,1000,461006
685,634,462006
686,1000,463006
687,495,464006
688,401,465006
689,758,466006
690,1000,467006
691,1000,468006
692,352,469006
693,870,470006
694,1000,471006
695,1000,472006
696,220,473006
697,484,474006
698,550,475006
699,232,475470
700,625,476470
701,1000,477470
702,971,478470
703,541,479470
704,1000,480470
705,1000,481470
706,808,482470
707,1000,483470
708,1000,483550
709,873,484550
710,1000,485550
711,379,486550
712,903,487550
713,124,488550
714,404,489550
715,94,489643
716,1000,490643
717,1000,491643
718,473,492643
719,1000,493643
720,364,494643
721,259,495643
722,307,496643
723,505,497643
724,722,498643
725,253,499643
726,669,500643
727,1000,500728
728,512,501728
729,1000,502728
730,1000,503728
731,1000,504728
732,359,505728
733,303,506728
734,605,506818
735,515,507818
736,521,508818
737,255,509818
738,392,510818
739,165,511290
740,1000,512290
741,1000,513290
742,588,513494
743,415,514494
744,1000,515494
745,431,516494
746,303,517494
747,1000,518494
748,926,519494
749,1000,520494
750,358,521494
751,738,522494
752,573,522944
753,432,523944
754,933,524944
755,444,525944
756,812,526944
757,509,527944
758,1000,528066
759,614,529066
760,130,530066
761,765,531066
762,1000,532066
763,138,533066
764,370,534066
765,281,535066
766,499,536066
767,727,536252
768,1000,537252
769,1000,538252
770,752,539252
771,380,540252
772,947,541252
773,330,542252
774,1000,543252
775,284,544252
776,1000,545252
777,1000,545371
778,322,546371
779,403,547371
780,791,548371
781,447,548707
782,363,549707
783,428,550707
784,881,551707
785,692,552707
786,1000,553707
787,647,554196
788,939,555196
789,402,556196
790,1000,557196
791,610,558196
792,621,558323
793,412,559085
794,1000,560085
795,418,561085
796,416,562085
797,459,563085
798,466,564085
799,918,565085
800,1000,566085
801,472,567085
802,528,568085
803,297,569085
804,261,570085
805,588,571085
806,590,572085
807,1000,573085
808,1000,574085
809,425,575085
810,365,576085
811,544,577085
812,854,578085
813,453,579085
814,391,580085
815,329,581085
816,343,582085
817,384,583085
818,373,584085
819,627,585085
820,233,586085
821,405,587085
822,579,588085
823,321,589085
824,448,590085
825,296,591085
826,258,592085
827,378,593085
828,711,594085
829,368,595085
830,393,596085
831,695,597085
832,1000,598085
833,1000,599085
