episode,length,step
152,999,150743
153,999,151742
154,999,152741
155,999,153740
156,999,154739
157,999,155738
158,999,156737
159,999,157736
160,999,158735
161,999,159734
162,999,160733
163,999,161732
164,999,162731
165,999,163730
166,999,164392
167,999,165391
168,999,166390
169,999,167389
170,999,168388
171,999,169387
172,999,170386
173,999,171271
174,999,172270
175,999,173224
176,999,174223
177,999,175222
178,999,176221
179,999,177220
180,999,178219
181,999,179218
182,999,180217
183,999,181216
184,999,182215
185,999,183214
186,999,184213
187,999,185212
188,999,186211
189,999,187210
190,999,188209
191,999,189208
192,999,190207
193,999,191206
194,999,192205
195,999,192633
196,999,193632
197,999,194631
198,999,195630
199,999,196629
200,999,197628
201,999,198627
202,999,199626
203,999,200625
204,999,201624
205,999,202410
206,999,203409
207,999,204408
208,999,205407
209,999,206406
210,999,207405
211,999,208149
212,999,209148
213,361,210147
214,360,211146
215,703,212145
216,629,213144
217,321,213803
218,326,214802
219,422,215801
220,894,216800
221,541,217747
222,790,218746
223,486,219745
224,454,220732
225,332,221731
226,574,222458
227,293,222839
228,517,223838
229,349,224837
230,589,225836
231,339,226822
232,608,227821
233,999,228261
234,624,229260
235,432,230259
236,353,231258
237,613,232257
238,244,233256
239,480,233901
240,556,234900
241,683,235899
242,635,236898
243,682,237897
244,631,238896
245,405,239805
246,485,240366
247,605,241365
248,259,242354
249,483,243353
250,473,244352
251,497,245351
252,914,246350
253,999,247061
254,999,248060
255,999,249059
256,999,250058
257,999,251057
258,999,252056
259,999,253000
260,999,253999
261,999,254998
262,401,255997
263,999,256996
264,999,257995
265,999,258994
266,999,259911
267,999,260910
268,999,261827
269,999,262826
270,999,263825
271,678,264699
272,999,265698
273,999,266697
274,999,267696
275,842,269694
276,999,270693
277,999,271692
278,999,272691
279,999,273690
280,999,274689
281,999,275688
282,999,276160
283,999,277000
284,999,277999
285,999,278998
286,999,279997
287,999,280996
288,999,281995
289,999,282994
290,999,283993
291,999,284992
292,999,285991
293,999,286990
294,999,287757
295,999,288756
296,999,289755
297,999,290754
298,999,291753
299,999,292752
300,970,293629
301,999,294628
302,999,295627
303,999,296626
304,999,297625
305,999,298624
306,999,299623
307,999,300622
308,999,301621
309,999,302620
310,999,303619
311,999,304618
312,999,305617
313,999,306616
314,999,307615
315,999,308614
316,999,309613
317,999,310612
318,999,311611
319,999,312610
320,999,313609
321,999,314608
322,999,315607
323,999,316606
324,999,317605
325,999,318604
326,999,319603
327,999,320018
328,999,321017
329,999,322016
330,999,323015
331,999,324014
332,999,325013
333,999,326012
334,999,327011
335,999,328010
336,999,329009
337,999,330008
338,999,331007
339,999,331657
340,999,332656
341,999,333655
342,999,334654
343,999,335653
344,999,336652
345,999,337463
346,999,338462
347,999,339461
348,999,340460
349,999,341459
350,999,342458
351,999,343165
352,94,343749
353,72,343845
354,71,343924
355,67,343996
356,68,344137
357,67,344212
358,67,344394
359,68,344541
360,68,344615
361,67,344683
362,67,344823
363,67,344916
364,67,344985
365,68,345056
366,68,345124
367,69,345199
368,68,345277
369,68,345352
370,68,345420
371,67,345487
372,68,345558
373,68,345811
374,68,346023
375,67,346097
376,68,346165
377,68,346235
378,67,346309
379,67,346378
380,68,346451
381,67,346521
382,69,346974
383,68,347112
384,68,347187
385,68,347259
386,67,347402
387,68,347471
388,67,347542
389,67,347613
390,67,347701
391,68,347771
392,68,347850
393,67,348013
394,67,348344
395,68,348510
396,68,348580
397,67,348656
398,67,348736
399,67,348830
400,66,348901
401,67,348969
402,68,349047
403,69,349117
404,67,349279
405,67,349352
406,67,349420
407,68,349503
408,66,350428
409,66,350584
410,67,350737
411,67,351736
412,66,352185
413,67,352255
414,67,352322
415,66,352496
416,67,352563
417,66,352633
418,67,352700
419,67,352772
420,66,352839
421,66,352912
422,67,352984
423,66,353052
424,67,353124
425,66,353314
426,67,353384
427,67,353451
428,66,353521
429,66,353589
430,67,353657
431,66,353729
432,67,353797
433,67,353865
434,66,353947
435,66,354040
436,67,354204
437,67,354273
438,66,354340
439,66,354461
440,67,354985
441,66,355065
442,66,355132
443,67,355200
444,67,355335
445,66,355404
446,66,355472
447,66,355540
448,66,355609
449,66,355678
450,67,355999
451,66,356076
452,66,356144
453,66,356223
454,67,356408
455,66,356501
456,66,356585
457,66,356654
458,66,356720
459,67,357432
460,67,357625
461,66,357708
462,67,357787
463,67,357872
464,68,357945
465,67,358020
466,66,358090
467,66,358199
468,66,358265
469,67,358336
470,66,358642
471,66,358720
472,66,358938
473,66,359029
474,66,359100
475,66,359168
476,66,359237
477,67,359309
478,67,359468
479,65,359538
480,66,359606
481,66,360605
482,66,360900
483,66,360972
484,66,361038
485,65,361105
486,67,361173
487,66,361320
488,66,361389
489,66,361461
490,67,361528
491,65,361599
492,65,361679
493,66,361760
494,66,362007
495,65,362085
496,65,362172
497,66,362250
498,65,362333
499,67,362402
