episode,total_reward,step
0,-0.0013287034154019,1000
1,-0.0054251684578014,1999
2,-0.0214926322559799,2998
3,-0.0068623846423726,3997
4,-0.0149492045751761,4996
5,-0.01115427006663,5995
6,-0.0051824695284568,6994
7,-0.0002921834042573,7993
8,-0.0024190989701949,8992
9,-0.0042165189469066,9991
10,-0.0019939268111847,10990
11,-0.0003048685571721,11989
12,-0.001691933753363,12988
13,-0.0015822016742804,13987
14,-7.711959973646805e-06,14986
15,-0.0038867941062329,15985
16,-0.0019526149025334,16984
17,-0.0102017012866333,17983
18,-0.0169309068055127,18982
19,-0.0090435624259369,19981
20,-0.037523803821798,20980
21,-0.0144353435426331,21979
22,-0.021798218575282,22978
23,-0.0135904760274273,23977
24,-0.0155057554379901,24976
25,-0.0364911636752829,25975
26,-0.0547681649721795,26974
27,-0.0469867807405537,27973
28,-0.0276358621451053,28972
29,-0.0434387526061674,29971
30,-0.0224123143781842,30970
31,-0.0148062671442446,31969
32,-0.0002406029764233,32968
33,-0.0112592210285744,33967
34,-0.006283242646801,34966
35,-0.0116754625080595,35965
36,-0.0021908439247282,36964
37,-0.0008505464324729,37963
38,-0.0063636983881532,38962
39,-0.0073351988845201,39961
40,-0.0072658992478896,40960
41,-0.0023090631842073,41959
42,-0.0112725695986303,42958
43,-0.00410485152385,43957
44,-0.0070623216968238,44956
45,-0.0048858206995516,45955
46,-0.0016180155205083,46954
47,-0.0017446825734761,47953
48,-0.001720315952127,48952
49,-0.002634846281224,49951
50,-0.0014664657309111,50950
51,-0.0014903250709372,51949
52,-0.0014797930594082,52948
53,-0.0059350360190467,53947
54,-0.0077662067654208,54946
55,-0.0040208682203323,55945
56,-0.0061271626298899,56944
57,-0.0014890605959072,57943
58,-0.0174150967626282,58942
59,-0.0172054284975911,59941
60,-0.0172406349451747,60940
61,-0.0172988749680488,61939
62,-0.0173923540597748,62938
63,-0.0174046960525058,63937
64,-0.0173709781261414,64936
65,-0.0174049138886591,65935
66,-0.017294465100866,66934
67,-0.0172988229719739,67933
68,-0.0065548031421127,68932
69,-0.0060486048074063,69931
70,-0.0062789357575353,70930
71,-0.00660596142067,71929
72,-0.0064680167667826,72928
73,-0.0060819411688803,73927
74,-0.0065862534387541,74926
75,-0.00604906415587,75925
76,-0.0063785175529102,76924
77,-0.0063942883743064,77923
78,-0.0060489340204894,78922
79,-0.0068127483370349,79921
80,-0.0060549509578783,80920
81,-0.0066987833142231,81919
82,-0.0064997537206451,82918
83,-0.0066745695531685,83917
84,-0.0068472993527844,84916
85,-0.0060463068292757,85915
86,-0.0063436797828339,86914
87,-0.0064648399433255,87913
88,-0.0061723936589532,88912
89,-0.0068804513678876,89911
90,-0.0060515382368201,90910
91,-0.0062010905910131,91909
92,-0.0060790718240094,92908
93,-0.006139826848506,93907
94,-0.006092847357576,94906
95,-0.006347362966777,95905
96,-0.0060551162970101,96904
97,-0.0068698226237051,97903
98,-0.0060488871537118,98902
99,-0.0060499213055849,99901
100,-0.0064098674110411,100900
101,-0.0061707446323317,101899
102,-0.0062140045621412,102898
103,-0.0067405000538685,103897
104,-0.0062264779659106,104896
105,-0.0068792373253594,105895
106,-0.0063833649914209,106894
107,-0.0062285655764068,107893
108,-0.0065630151707608,108892
109,-0.0061148221532707,109891
110,-0.0061960473455561,110890
111,-0.0066555309038905,111889
112,-0.006117203132309,112888
113,-0.0061004604881263,113887
114,-0.0068129236394604,114886
115,-0.0060588962514669,115885
116,-0.0064611458615599,116884
117,-0.0068864910332168,117883
118,-0.0063099731192442,118882
119,-0.0067175557187535,119881
120,-0.0068839353897079,120880
121,-0.0063195947567402,121879
122,-0.0062128290081309,122878
123,-0.0066971965790042,123877
124,-0.0060465843332457,124876
125,-0.0062928691942763,125875
126,-0.0061619518228958,126874
127,-0.0062737585785059,127873
128,-0.0064197375158473,128872
129,-0.0060462450358936,129871
130,-0.0063250997508378,130870
131,-0.0067173459014144,131869
132,-0.0061169349838157,132868
133,-0.003117269803285,133867
134,-0.0035743481179619,134866
135,-0.003196034137088,135865
136,-0.0030501828584089,136864
137,-0.0030946557672381,137863
138,-0.0035769388390996,138862
139,-0.0033282472463322,139861
140,-0.003064823661166,140860
141,-0.0032334916095374,141859
142,-0.0126911526798821,142858
143,-0.0134849911700138,143857
144,-0.0131286977895361,144856
145,-0.0134653068310571,145855
146,-0.0132593479669711,146854
147,-0.0130374892970487,147853
148,-0.0138990566049463,148852
149,-0.0136690622588907,149851
150,-0.0132378757156002,150850
151,-0.0130092649957907,151849
