episode,train_step,EpisodeLength,TotalReward,EpisodeTime
0,13000,999,-0.0024969957060676506,7.992304500000001
1,13000,999,-0.02053084890370982,7.931533499999999
2,14000,999,-0.007641340474947356,7.735331800000001
3,15000,999,-0.1443165685371874,9.535432
4,15000,999,-0.8054850559772766,7.919821499999998
5,16000,999,-0.44001412508714566,8.060839800000004
6,16000,999,-0.3330189428421096,8.101344300000001
7,17000,999,-0.0988226946065262,7.717613699999994
8,18000,999,-0.15679295841170665,7.706204499999998
9,18000,999,-0.08874589397588455,8.286707699999994
10,19000,999,-1.7609093408653393,8.5235792
11,19000,999,-0.9800561199265011,8.3314704
12,20000,999,-0.49003252548743603,8.732023499999997
13,20000,999,-0.46526741910873526,9.043026600000005
14,21000,999,-0.37212860375823553,8.277605699999995
15,21000,999,-1.7290174247656651,7.913177899999994
16,22000,999,-5.549202236579731,9.093236100000013
17,23000,999,-3.155620184581494,8.450939599999998
18,23000,999,-3.081491588033539,8.011922599999991
19,24000,999,-6.027276759967208,7.849459699999983
20,24000,999,-6.32203864387192,7.761501199999998
21,25000,999,-6.556559709366411,7.856480000000005
22,25000,999,-7.115569363581017,7.781174600000014
23,26000,999,-7.592051568906754,8.113155200000023
24,27000,999,-10.941877002827823,7.880288100000001
25,27000,999,-12.273155118338764,7.421386500000011
26,28000,999,-8.116409440990537,7.4179948999999965
27,28000,999,-5.7020775568671525,8.520068999999978
28,29000,999,-0.43581041498941886,8.54672549999998
29,29000,999,-3.323664752220755,7.850840900000009
30,30000,999,-8.625148432794958,7.682628699999981
31,30000,999,-6.9465133235789835,7.632040800000027
32,31000,999,-3.224610469536856,7.654158600000017
33,31000,999,-1.4847754958609585,8.114794399999994
34,32000,999,-0.4345591953897383,6.899441999999965
35,32000,999,-0.17492401952669634,7.1689208000000235
36,33000,999,-0.004015284066362796,6.896484800000053
37,34000,999,-0.051452946875741645,6.960696100000007
38,34000,999,-0.1093322526544398,7.796494799999948
39,35000,999,-0.07458496748122034,8.2403501
40,35000,999,-0.24845798621981885,7.747663100000011
41,36000,999,-0.21414403706330631,7.665375200000028
42,36000,999,-0.3857695221013273,7.427705899999978
43,37000,999,-0.09552479157775065,7.159351600000036
44,37000,999,-0.04271242558928251,6.953743499999973
45,38000,999,-0.10366131500711617,6.985036600000001
46,38000,999,-0.6882835841242922,7.201023600000042
47,39000,999,-1.3663925474393182,7.224314199999981
48,39000,999,-2.697599525563419,7.2727734000000055
49,40000,999,-6.118811505148187,7.103428699999995
50,40000,999,-10.873570257099345,7.1039014999999495
51,41000,999,-17.040820056106895,7.2602158999999915
52,42000,999,-10.789535276126117,7.263836699999956
53,42000,999,-9.000120896846056,7.820467300000018
54,43000,999,-7.90976223628968,7.844931300000042
55,43000,999,-7.555228709243238,7.745608799999957
56,44000,999,-5.876310629071668,7.602116000000024
57,44000,999,-4.927459945247222,7.607625499999983
58,45000,999,-2.566783558921884,7.73987070000004
59,45000,999,-2.222257264831569,7.436771099999987
60,46000,999,-1.5192036463413388,7.326125599999955
61,46000,999,-5.018187281111617,7.395616200000006
62,47000,999,-6.205915897650861,7.442670599999985
63,48000,976,90.86625209624728,7.379830400000003
64,48000,999,-3.2547078701472643,7.510947999999985
65,49000,905,89.17736873911046,6.923849899999993
66,49000,999,-1.4685145424670338,7.5831719999999905
67,50000,915,95.07440561133484,7.036860899999965
68,50000,698,94.26662934098297,5.198614199999952
69,51000,999,-0.12395278421772421,7.5404455000000326
70,51000,999,-0.4628421584153568,7.598717999999963
71,52000,999,-0.5554308410588193,7.460248499999921
72,52000,999,-0.1587531162522282,7.663848099999996
73,53000,999,-1.1418837675240905,7.557432100000028
74,53000,999,-3.9218497395495966,8.043670799999973
75,54000,816,91.84523400225503,6.25113060000001
76,54000,999,-4.285703217872651,7.550260000000094
77,55000,999,-5.0047731845406815,7.599318900000071
78,56000,999,-8.219332426437177,7.658153900000002
79,56000,999,-5.581883937396924,7.634867999999983
80,57000,858,90.97698013216723,6.5632044999999835
81,57000,951,86.3831421478535,7.127232800000002
82,58000,922,88.01015486265533,7.0411474
83,58000,999,-11.12179139489308,7.668358000000012
84,59000,999,-12.080663789529353,7.5495445000000245
85,59000,999,-12.42337437812239,7.52798770000004
86,60000,999,-15.63371857907623,7.604843100000039
87,60000,999,-14.768215684220195,7.617350399999964
88,61000,999,-14.308416869025677,7.575789600000007
89,62000,999,-13.980160872451961,7.660700600000041
90,62000,999,-18.309749256819487,7.534954299999981
91,63000,770,82.94016429968178,5.8745453000000225
92,63000,999,-11.796753079630435,7.632298800000058
93,63000,745,88.02735914476216,5.615133300000025
94,64000,538,87.04510901030153,4.122568900000033
95,64000,529,88.59541849046946,3.989749799999913
96,65000,999,-19.787624137476087,7.901604200000065
97,65000,596,82.61311117466539,4.541016499999955
