episode,total_reward,step
0,-0.3862456022729457,1000
1,-0.1993574733745552,1999
2,-0.164058827268444,2998
3,-0.1392231885152047,3997
4,-0.1221485548944367,4996
5,-0.1074271548957701,5995
6,-0.0983103634318573,6994
7,-0.0765197144287116,7993
8,-0.0719993795830909,8992
9,-0.0536003899504498,9991
10,-0.0504115553585455,10774
11,-0.0523701893743559,11773
12,-0.1370273372999852,12772
13,-0.0725574674765236,13771
14,-0.2092704335844387,14579
15,-0.0449229025724656,14844
16,-0.2148509794726531,15334
17,-1.1043473571661029,16333
18,-2.61497853277025,17332
19,-0.0521391587436527,18331
20,-0.2090481450156117,19330
21,-0.007595543820223,20171
22,-0.0031734600820262,21170
23,-0.5717112934071851,22169
24,-0.2084507038872056,23168
25,-1.2351549760347855,23983
26,-1.031743851872874,24982
27,-0.0428586811090553,25981
28,-1.7615458067126444,26937
29,-5.302748738738075,27629
30,-2.6162034489885446,28628
31,-3.013409416639737,29627
32,-0.3206392042802991,30626
33,-1.0095083212422502,31348
34,-0.0564874389971751,32347
35,-0.2972449190315843,33346
36,-2.8136622508707747,34345
37,-0.7874711079352051,35344
38,-1.8639800014541263,36343
39,-2.2341696121810664,37342
40,-1.8984668747621936,38341
41,-2.127128658291115,39340
42,-3.1022080872668,40339
43,-2.814650007819645,41338
44,-4.2915190257314935,42337
45,-5.757908102755399,43336
46,-11.982028549561582,44335
47,-11.462131641757583,45334
48,-15.071105928018566,46049
49,-16.003980454718796,47048
50,-20.05970555823536,48047
51,-28.94238857995416,49046
52,-29.027454037890447,50045
53,-39.81990001013222,51044
54,-42.98653816640909,52043
55,-49.91220860108808,52780
56,-54.14102043182622,53779
57,-51.10189215629855,54778
58,-58.205259417589886,55673
59,-54.557861414939865,56672
60,-57.16670085289011,57671
61,-61.93365444955944,58670
62,-65.97546881240505,59460
63,-74.5776672264122,60273
64,-66.25195507536243,60834
65,-68.47353914344505,61833
66,-78.91286350504514,62832
67,-75.84958382820065,63831
68,-81.07331577128613,64830
69,-84.32520683435165,64962
70,-83.03583338613758,65361
71,-82.58624035790254,65875
72,-78.07409937177299,66482
73,-44.89803417744567,67481
74,-72.0276768022752,68480
75,-89.27152737615205,69479
76,-93.69629559196125,70478
77,-91.58285710340824,71477
78,-97.65050214272516,72476
79,-98.77903596794329,73475
80,-97.35225714252392,74474
81,-94.36073401374522,75473
82,-99.80343070946904,76472
83,-97.3358234219093,77471
84,-99.67200849446117,78470
85,-99.87512741584888,79469
86,-99.8679454745467,80468
87,-99.66892478821464,81467
88,-99.8979441771194,82466
89,-98.51187394273626,83465
90,-99.8962173527258,84464
91,-97.32327398834128,85463
92,-99.84159983307448,86462
93,-99.88119229919155,87461
94,-99.89992039212363,88460
95,-99.89965486710034,89459
96,-99.88065697957776,90458
97,-99.89997946024585,91457
